timestamp,relative_time,motion_score,suddenness,duration_ms,largest_area,contour_count,location_x,location_y,detector_state,label
1789159896.623,38.608,0.0069,-0.0069,0,2918,13,743,775,NO IMPACT,UNLABELED
1789159896.981,38.966,0.0233,0.0164,0,9989,19,838,710,MOTION DETECTED,UNLABELED
1789159897.369,39.354,0.0009,-0.0224,0,153,7,1454,548,NO IMPACT,UNLABELED
1789159898.006,39.992,0.0,-0.0009,0,0,0,0,0,NO IMPACT,UNLABELED
1789159898.554,40.539,0.0003,0.0003,0,189,2,404,396,NO IMPACT,UNLABELED
1789159898.725,40.711,0.0,-0.0003,0,0,0,0,0,NO IMPACT,UNLABELED
1789159899.135,41.12,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159899.548,41.533,0.0001,0.0001,0,56,1,1162,333,NO IMPACT,UNLABELED
1789159899.755,41.74,0.0026,0.0025,0,493,17,414,782,NO IMPACT,UNLABELED
1789159899.881,41.867,0.0011,-0.0015,0,304,9,1163,833,NO IMPACT,UNLABELED
1789159900.065,42.05,0.0086,0.0075,0,700,46,468,744,NO IMPACT,UNLABELED
1789159900.201,42.186,0.0,-0.0086,0,0,0,0,0,NO IMPACT,UNLABELED
1789159900.876,42.862,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159901.514,43.5,0.0,0.0,0,0,0,0,0,NO IMPACT,UNLABELED
1789159902.1,44.086,0.0006,0.0006,0,110,7,444,486,NO IMPACT,UNLABELED
1789159902.314,44.299,0.0,-0.0006,0,0,0,0,0,NO IMPACT,UNLABELED
1789159902.516,44.501,0.0004,0.0004,0,80,5,453,516,NO IMPACT,UNLABELED
1789159902.646,44.631,0.0912,0.0908,0,2568,270,1048,666,IMPACT DETECTED,UNLABELED
1789159902.805,44.79,0.0323,-0.0589,158,823,198,825,367,MOTION DETECTED,UNLABELED
1789159902.957,44.943,0.0596,0.0273,311,3303,250,520,365,IMPACT CANDIDATE,UNLABELED
1789159903.154,45.139,0.0534,-0.0062,507,3788,208,1259,705,MOTION DETECTED,UNLABELED
1789159903.447,45.432,0.0089,-0.0445,0,699,50,856,243,NO IMPACT,UNLABELED
1789159903.639,45.624,0.0287,0.0198,0,5747,126,1307,724,MOTION DETECTED,UNLABELED
1789159903.876,45.862,0.0584,0.0297,238,1917,234,417,470,IMPACT CANDIDATE,UNLABELED
1789159903.997,45.983,0.0065,-0.0519,0,387,51,436,460,NO IMPACT,UNLABELED
1789159904.256,46.241,0.0183,0.0118,0,606,115,679,314,MOTION DETECTED,UNLABELED
1789159904.434,46.419,0.0344,0.0161,178,832,182,1499,386,MOTION DETECTED,UNLABELED
1789159904.605,46.591,0.0183,-0.0161,350,519,118,1327,320,MOTION DETECTED,UNLABELED
1789159904.784,46.77,0.0103,-0.008,529,748,65,1318,314,MOTION DETECTED,UNLABELED
1789159905.016,47.001,0.0317,0.0214,760,2217,178,959,393,MOTION DETECTED,UNLABELED
1789159905.151,47.136,0.0036,-0.0281,0,397,24,564,760,NO IMPACT,UNLABELED
1789159905.32,47.306,0.0013,-0.0023,0,199,10,1355,579,NO IMPACT,UNLABELED
1789159905.805,47.79,0.0106,0.0093,0,445,73,441,636,MOTION DETECTED,UNLABELED
1789159906.015,48.001,0.001,-0.0096,0,474,5,1435,465,NO IMPACT,UNLABELED
1789159906.35,48.335,0.0079,0.0069,0,591,36,1217,314,NO IMPACT,UNLABELED
1789159906.474,48.46,0.0113,0.0034,0,875,62,1235,347,MOTION DETECTED,UNLABELED
1789159906.654,48.64,0.0004,-0.0109,0,237,2,668,618,NO IMPACT,UNLABELED
1789159907.29,49.276,0.0001,-0.0003,0,92,1,394,556,NO IMPACT,UNLABELED
1789159907.743,49.728,0.0046,0.0045,0,363,34,508,451,NO IMPACT,UNLABELED
1789159908.058,50.043,0.0027,-0.0019,0,939,13,629,781,NO IMPACT,UNLABELED
1789159908.178,50.164,0.0037,0.001,0,374,24,486,453,NO IMPACT,UNLABELED
1789159908.383,50.368,0.0011,-0.0026,0,87,12,975,407,NO IMPACT,UNLABELED
1789159908.601,50.586,0.0,-0.0011,0,0,0,0,0,NO IMPACT,UNLABELED
