timestamp_us,x_g,y_g,z_g
4208274617,0.133057,0.016357,1.999939
4208284617,0.150146,0.187012,0.906982
4208289617,0.177246,0.279541,0.996826
4208294617,0.263428,0.300537,1.448975
4208299617,-1.256592,-0.15625,-2.0
4208304617,-0.180664,1.949707,1.325928
4208309617,0.431885,0.314209,0.435547
4208314617,0.456787,-0.000488,0.406982
4208319617,0.103516,0.010254,0.32959
4208324617,0.164307,0.34668,1.434082
4208329617,0.192139,0.280518,1.235107
4208334617,0.238525,0.323242,1.118896
4208339617,0.164307,0.309082,1.083496
4208344617,-1.44165,0.399414,1.999939
4208349617,-0.401611,0.304199,0.976562
4208354617,0.275391,0.273682,1.012207
4208359617,-0.078857,0.164062,1.361816
4208364617,0.058105,0.349854,1.496094
4208369617,0.208008,0.241943,0.939941
4208374617,0.179199,0.209229,1.040283
4208379617,0.196777,0.168213,0.963379
4208384617,0.124512,0.173096,0.882568
4208389617,0.206055,0.195312,0.996582
4208394617,0.13916,0.24292,0.985352
4208399617,0.170166,0.237549,1.031982
4208404617,0.192871,0.205811,0.982178
4208409617,0.218018,0.144531,1.047607
4208414617,0.188477,0.102051,0.951904
4208419617,0.18457,0.146729,0.950439
4208424617,0.165039,0.300293,1.576416
4208429617,0.187256,0.275146,0.997314
4208434617,0.236328,0.352783,1.653564
4208439617,0.182129,0.133545,0.980225
4208444617,0.189209,0.220947,1.100098
4208449617,0.160889,0.269531,1.105713
4208454617,0.157715,0.309814,1.078613
4208459617,0.193604,0.284668,1.074707
4208464617,0.142822,0.23877,0.973145
4208469617,0.126465,0.248535,0.942627
4208474617,0.169678,0.242187,1.016602
4208479617,0.150635,0.232178,0.995605
4208484617,0.185059,0.21875,1.045166
4208489617,0.189453,0.207275,1.047852
4208494617,0.182373,0.208252,1.028809
4208499617,0.173828,0.189941,1.010742
4208504617,0.171875,0.202393,0.989258
4208509617,0.168457,0.197754,0.964844
4208514617,0.1875,0.198486,0.990234
4208519617,0.19043,0.183838,0.998535
4208524617,0.176758,0.232422,1.105469
4208529617,0.124756,0.208008,0.950684
4208534617,0.200439,0.136475,1.045654
4208539617,0.205322,0.167725,1.014893
4208544617,0.233887,0.243652,1.102539
4208549617,0.188721,0.246094,1.052734
4208554617,0.190918,0.249268,1.083984
4208559617,0.187988,0.294922,1.095459
4208564617,0.123047,0.283203,0.946777
4208569617,0.153076,0.230957,0.94751
4208574617,0.169189,0.240234,1.020752
4208579617,0.148437,0.249756,1.001465
4208584617,0.17041,0.276367,1.063477
4208589617,0.166992,0.262207,1.084961
4208594617,0.164551,0.196533,1.010986
4208599617,0.175781,0.152832,0.987305
4208604617,0.182129,0.184814,0.988037
4208609617,0.18335,0.219727,0.993164
4208614617,-0.096191,-0.264404,1.088135
4208619617,0.284912,0.26123,1.015137
4208624617,0.058594,0.179687,0.969238
4208629617,0.315674,0.195801,1.195068
4208634617,0.209473,0.236572,1.055908
4208639617,0.264404,0.259277,1.388428
4208644617,0.226318,0.164062,1.466309
4208649617,0.146729,0.390625,0.953857
4208654617,0.150146,0.239502,0.999512
4208659617,0.14209,0.27832,0.953613
4208664617,0.086914,0.226318,0.949707
4208669617,0.224365,0.238525,0.995605
4208674617,0.146484,0.203613,1.036133
4208679617,0.225586,0.208252,0.914307
4208684617,0.194092,0.210449,1.030273
4208689617,0.164307,0.220215,1.041992
4208694617,0.190674,0.240234,1.02417
4208699617,0.168701,0.226562,1.036621
4208704617,0.1604,0.210693,1.00415
4208709617,0.198975,0.182129,1.0
