timestamp_us,x_g,y_g,z_g
3437534617,0.188232,0.216553,1.01001
3437539617,0.186035,0.216064,1.007813
3437544617,0.190674,0.219238,1.013184
3437549617,0.186768,0.21875,1.009033
3437554617,0.188232,0.216309,1.011963
3437559617,0.190918,0.215088,1.003662
3437564617,0.19043,0.221436,1.011719
3437569617,0.186768,0.219482,1.007324
3437574617,0.186279,0.218994,1.005371
3437579617,0.187012,0.218262,1.005859
3437584617,0.191406,0.222168,1.011963
3437589617,0.185791,0.219238,1.007568
3437594617,0.185791,0.22168,1.009766
3437599617,0.192383,0.222168,1.013672
3437604617,0.189697,0.216309,1.018555
3437609617,0.188721,0.219971,1.010498
3437614617,0.183594,0.215332,1.009766
3437619617,0.184326,0.216309,1.000488
3437624617,0.191162,0.219971,1.005127
3437629617,0.187988,0.222168,1.010254
3437634617,0.189209,0.219727,1.016846
3437639617,0.193604,0.217529,1.007813
3437644617,0.192871,0.21582,1.011719
3437649617,0.189209,0.219482,1.013184
3437654617,0.191162,0.217773,1.005859
3437659617,0.185303,0.221191,1.002197
3437664617,0.189209,0.222412,1.014404
3437669617,0.192139,0.218994,1.007813
3437674617,0.188721,0.218994,1.009766
3437679617,0.19165,0.218506,1.011475
3437684617,0.186279,0.218994,1.008057
3437689617,0.18335,0.214111,1.003418
3437694617,0.185547,0.21582,1.008789
3437699617,0.185303,0.219238,1.000732
3437704617,0.189697,0.213867,1.015137
3437709617,0.191162,0.217041,1.006592
3437714617,0.192139,0.218262,1.012207
3437719617,0.186523,0.215088,1.005859
3437724617,0.186279,0.218262,1.01001
3437729617,0.184326,0.217529,1.009766
3437734617,0.187256,0.221436,1.006836
3437739617,0.187256,0.214844,1.007813
3437744617,0.187988,0.218506,1.003174
3437749617,0.19043,0.221436,1.013184
3437754617,0.183594,0.220215,1.008057
3437759617,0.188232,0.215332,1.016602
3437764617,0.187744,0.21582,1.006592
3437769617,0.192383,0.217529,1.009766
3437774617,0.185547,0.218506,1.006348
3437779617,0.192383,0.217529,1.013428
3437784617,0.189453,0.217041,1.01001
3437789617,0.184814,0.21582,1.006836
3437794617,0.183838,0.217285,1.012695
3437799617,0.187256,0.219482,1.01001
3437804617,0.186279,0.218506,1.012451
3437809617,0.187012,0.217773,1.010254
3437814617,0.191162,0.219727,1.010254
3437819617,0.182129,0.21582,0.999512
3437824617,0.188232,0.222168,1.013916
3437829617,0.183838,0.220459,1.006592
3437834617,0.185791,0.218506,1.005127
3437839617,0.1875,0.217285,1.01001
3437844617,0.186279,0.21875,1.012695
3437849617,0.1875,0.218506,1.008545
3437854617,0.185303,0.219727,1.010498
3437859617,0.187012,0.215088,1.00708
3437864617,0.185059,0.217529,1.013916
3437869617,0.182373,0.219482,1.014404
3437874617,0.189941,0.217773,1.006836
3437879617,0.188477,0.217285,1.00708
3437884617,0.186035,0.216064,1.006836
3437889617,0.185059,0.2146,1.01123
3437894617,0.184326,0.214844,1.005127
3437899617,0.18335,0.218018,1.005371
3440554617,0.217041,0.227051,0.990967
3440569617,0.180908,0.213135,0.988281
3440574617,0.178711,0.212891,0.994873
3440579617,0.18335,0.228027,1.008545
3440584617,0.193848,0.221191,1.023193
3440589617,0.17749,0.219727,1.00293
3440594617,0.181885,0.217041,1.019287
3440599617,0.186523,0.220459,1.016602
3440604617,0.187012,0.215332,1.015625
3440609617,0.189453,0.2146,1.013916
3440614617,0.186523,0.213867,1.0
3440619617,0.186279,0.210449,1.010742
3440624617,0.187012,0.220947,1.002686
3440629617,0.19043,0.214844,1.008789
3440634617,0.1875,0.218994,1.003906
3440639617,0.193115,0.220459,1.009033
3440644617,0.179687,0.216064,1.006348
3440649617,0.181396,0.21167,1.016357
3440654617,0.176514,0.220703,1.012451
3440659617,0.18042,0.212646,1.001709
3440664617,0.193848,0.221436,1.031982
3440669617,0.171387,0.216309,1.002441
3440674617,0.1875,0.217773,0.997803
3440679617,0.194092,0.222656,1.014404
3440684617,0.185791,0.220703,1.003174
3440689617,0.191406,0.215088,1.001465
3440694617,0.190674,0.216797,1.008545
3440699617,0.19043,0.21167,1.010254
3440704617,0.189209,0.216797,1.007324
3440709617,0.186523,0.213379,1.001709
3440714617,0.182373,0.215088,1.00415
3440719617,0.188721,0.212891,1.004639
3440724617,0.187744,0.21167,1.009277
3440729617,0.180176,0.213623,1.01123
