timestamp_us,x_g,y_g,z_g
1692494606,0.082764,0.153076,1.041992
1692499606,0.077148,0.158447,1.041016
1692504606,0.079346,0.156982,1.046631
1692509606,0.076904,0.152588,1.030029
1692514606,0.079346,0.152344,1.038818
1692519606,0.076904,0.152832,1.039795
1692524606,0.081299,0.153809,1.041504
1692529606,0.078857,0.154297,1.038818
1692534606,0.078613,0.151855,1.037598
1692539606,0.078613,0.153076,1.043701
1692544606,0.077148,0.150879,1.040039
1692549606,0.078613,0.151611,1.031982
1692554606,0.078369,0.155029,1.033936
1692559606,0.076416,0.154541,1.036865
1692564606,0.082764,0.154785,1.041748
1692569606,0.075928,0.15625,1.041016
1692574606,0.078369,0.152344,1.02832
1692579606,0.080322,0.153809,1.041016
1692584606,0.081055,0.155029,1.038086
1692589606,0.074707,0.150635,1.039307
1692594606,0.079102,0.153564,1.039551
1692599606,0.081055,0.154053,1.036621
1692604606,0.080566,0.152832,1.033936
1692609606,0.076172,0.152344,1.032471
1692614606,0.081055,0.1521,1.038818
1692619606,0.077881,0.150146,1.039063
1692624606,0.077148,0.155762,1.039795
1692629606,0.078613,0.143555,1.033691
1692634606,0.077881,0.14917,1.033691
1692639606,0.076172,0.151367,1.041748
1692644606,0.080322,0.1521,1.038818
1692649606,0.075684,0.153076,1.040771
1692654606,0.075195,0.149414,1.035889
1692659606,0.079346,0.152832,1.031738
1692664606,0.078857,0.153564,1.044434
1692669606,0.077881,0.151855,1.045166
1692674606,0.077148,0.154053,1.040283
1692679606,0.074219,0.151611,1.040283
1692684606,0.081787,0.154297,1.036865
1692689606,0.080566,0.150879,1.039795
1692694606,0.078613,0.152344,1.039795
1692699606,0.079346,0.157715,1.041504
1692704606,0.080322,0.157471,1.038574
1692709606,0.079102,0.155518,1.034668
1692714606,0.076172,0.153809,1.037842
1692719606,0.077148,0.148926,1.036865
1692724606,0.080811,0.156982,1.041504
1692729606,0.078369,0.157471,1.045166
1692734606,0.07373,0.147217,1.031494
1692739606,0.081299,0.154297,1.0354
1692744606,0.080322,0.153809,1.038086
1692749606,0.077393,0.155029,1.040771
1692754606,0.076172,0.153809,1.041504
1692759606,0.076172,0.154541,1.038086
1692764606,0.076416,0.15332,1.035889
1692769606,0.078369,0.157227,1.040527
1692774606,0.083252,0.153564,1.042236
1692779606,0.078369,0.156738,1.038086
1692784606,0.07959,0.152588,1.0354
1692789606,0.077393,0.152588,1.03125
1692794606,0.081055,0.149658,1.041504
1692799606,0.08374,0.151611,1.039063
1692804606,0.080566,0.15332,1.035156
1692809606,0.081055,0.152588,1.039795
1692814606,0.077393,0.155029,1.036621
1692819606,0.073975,0.155762,1.037842
1692824606,0.080566,0.15332,1.040283
1692829606,0.080566,0.150391,1.041992
1692834606,0.080566,0.149414,1.043457
1692839606,0.081299,0.152344,1.047119
1692844606,0.078857,0.154297,1.030762
1692849606,0.082031,0.154541,1.037598
1692854606,0.080566,0.156982,1.040527
1692859606,0.079834,0.155762,1.038818
1692864606,0.074951,0.153076,1.033447
1692869606,0.081787,0.148926,1.039795
1692874606,0.078857,0.156982,1.041016
1692879606,0.078369,0.150879,1.039551
1692884606,0.080566,0.144531,1.035889
1692889606,0.077148,0.149414,1.03418
1692894606,0.078369,0.154785,1.039307
1692899606,0.07373,0.153564,1.040039
1692904606,0.079346,0.153809,1.039795
1692909606,0.079346,0.154541,1.038574
1692914606,0.080322,0.152832,1.038818
1692919606,0.082031,0.155029,1.042725
3637729606,0.079346,0.152832,1.037109
1695534606,0.078125,0.15332,1.037354
1695539606,0.076172,0.152832,1.03833
1695544606,0.076904,0.154053,1.037842
1695549606,0.078857,0.153809,1.03833
1695554606,0.075684,0.153564,1.041748
1695559606,0.081299,0.154541,1.032959
1695564606,0.073486,0.151855,1.035889
1695569606,0.078857,0.153076,1.040771
1695574606,0.081543,0.152588,1.038574
1695579606,0.076416,0.155518,1.038086
1695584606,0.079834,0.15332,1.03833
1695589606,0.084473,0.153564,1.036865
1695594606,0.081787,0.149902,1.04248
1695599606,0.076416,0.157959,1.039063
1695604606,0.079834,0.154297,1.035889
1695609606,0.079834,0.156982,1.03418
1695614606,0.07666,0.156494,1.033203
1695619606,0.077637,0.15332,1.043701
1695624606,0.082764,0.157959,1.035645
1695629606,0.079834,0.154053,1.03833
1695634606,0.077637,0.154785,1.035156
1695639606,0.077637,0.151855,1.041992
1695644606,0.081299,0.152832,1.037354
1695649606,0.07959,0.151855,1.038574
1695654606,0.07666,0.150635,1.027344
1695659606,0.079346,0.152832,1.044434
1695664606,0.075684,0.156006,1.036621
1695669606,0.07959,0.149902,1.041016
1695674606,0.075439,0.1521,1.034912
1695679606,0.078369,0.154785,1.041992
1695684606,0.079834,0.154541,1.038818
1695689606,0.07959,0.155762,1.043213
1695694606,0.075439,0.156982,1.037842
1695699606,0.081299,0.152344,1.039551
1695704606,0.079834,0.150879,1.043213
1695709606,0.076172,0.152588,1.036377
1695714606,0.077393,0.158936,1.036377
1695719606,0.077881,0.156738,1.037354
1695724606,0.077881,0.151367,1.036865
1695729606,0.073975,0.154541,1.036133
1695734606,0.072998,0.156738,1.040039
1695739606,0.081543,0.15332,1.042236
1695744606,0.080566,0.151367,1.039795
1695749606,0.078613,0.151123,1.037598
1695754606,0.080322,0.152588,1.04248
1695759606,0.077637,0.151367,1.039551
1695764606,0.083252,0.153564,1.036133
1695769606,0.07666,0.152344,1.0354
1695774606,0.078125,0.150391,1.039795
1695779606,0.07959,0.157471,1.038818
1695784606,0.079834,0.155762,1.036621
1695789606,0.077393,0.151367,1.037109
1695794606,0.073975,0.155273,1.043213
1695799606,0.078857,0.154053,1.034424
1695804606,0.07373,0.153809,1.039063
1695809606,0.079346,0.154053,1.036377
1695814606,0.079346,0.154297,1.043701
1695819606,0.080322,0.152832,1.03418
1695824606,0.077393,0.154053,1.035645
1695829606,0.076904,0.154053,1.0354
1695834606,0.083008,0.153809,1.037354
1695839606,0.079102,0.156738,1.03833
1695844606,0.078613,0.153076,1.037354
1695849606,0.078125,0.155518,1.04126
1695854606,0.077148,0.154785,1.033936
1695859606,0.081055,0.1521,1.042236
1695864606,0.075684,0.158203,1.039307
