timestamp_us,x_g,y_g,z_g
83729617,0.097656,0.121582,1.047363
83734617,0.099854,0.119629,1.049805
83739617,0.093994,0.119873,1.048584
83744617,0.085205,0.118652,1.042725
83749617,0.083252,0.109131,1.026611
83754617,0.09082,0.116699,1.035645
83759617,0.095215,0.115479,1.052246
83764617,0.093506,0.112061,1.043213
83769617,0.092529,0.110107,1.031006
83774617,0.093506,0.118164,1.057129
83779617,0.086182,0.125,1.046387
83784617,0.081055,0.112549,1.033203
83789617,0.087158,0.118652,1.031982
83794617,0.089111,0.119141,1.053955
83799617,0.0896,0.112549,1.035645
83804617,0.092529,0.113281,1.039795
83809617,0.084473,0.118652,1.048828
83814617,0.08667,0.117676,1.036621
83819617,0.087158,0.110107,1.024414
83824617,0.094727,0.11084,1.053467
83829617,0.093018,0.121338,1.050537
83834617,0.090088,0.118408,1.047363
83839617,0.092773,0.111816,1.032471
83844617,0.085693,0.115479,1.041748
83849617,0.090576,0.118164,1.037109
83854617,0.092285,0.114502,1.032715
83859617,0.093018,0.121094,1.048584
83864617,0.09375,0.119629,1.054443
83869617,0.088867,0.11499,1.04248
83874617,0.085449,0.11792,1.032959
83879617,0.086426,0.12207,1.044434
83884617,0.089355,0.123779,1.033691
83889617,0.085693,0.111816,1.032959
83894617,0.091797,0.109619,1.037109
83899617,0.09375,0.122559,1.056641
83904617,0.089355,0.118652,1.051025
83909617,0.093262,0.114014,1.033447
83914617,0.09375,0.113281,1.026855
83919617,0.09082,0.116699,1.043457
83924617,0.091309,0.120605,1.057129
83929617,0.090332,0.119385,1.036865
83934617,0.084961,0.10791,1.026855
83939617,0.093994,0.110596,1.030518
83944617,0.091309,0.115967,1.055176
83949617,0.089844,0.118164,1.054688
83954617,0.087402,0.115234,1.037354
83959617,0.084717,0.119629,1.034424
83964617,0.0896,0.121094,1.039795
83969617,0.088867,0.119873,1.039307
83974617,0.090576,0.116943,1.042969
83979617,0.091553,0.123291,1.046875
83984617,0.089355,0.116943,1.037354
83989617,0.094971,0.115967,1.032959
83994617,0.087402,0.116943,1.034912
83999617,0.0896,0.116943,1.045166
84004617,0.08667,0.119385,1.054688
84009617,0.086426,0.111328,1.04126
84014617,0.086914,0.110107,1.04248
84019617,0.085205,0.115234,1.032959
84024617,0.088867,0.116211,1.033936
84029617,0.093262,0.112305,1.050537
84034617,0.090576,0.118896,1.050781
84039617,0.085449,0.119629,1.036377
84044617,0.083496,0.115723,1.026611
84049617,0.092529,0.112305,1.036621
84054617,0.094482,0.118896,1.046143
84059617,0.087891,0.117188,1.042725
84064617,0.08667,0.111816,1.037354
84069617,0.090576,0.115234,1.044922
84074617,0.087891,0.117188,1.040771
84079617,0.083496,0.114258,1.038086
84084617,0.089355,0.118652,1.050537
84089617,0.088623,0.12207,1.04541
84094617,0.091064,0.11499,1.032959
84099617,0.086426,0.119629,1.037109
84104617,0.087646,0.124756,1.044922
84109617,0.088379,0.112305,1.037109
84114617,0.093506,0.118896,1.038818
84119617,0.095215,0.124512,1.051025
84124617,0.09082,0.120117,1.02832
84129617,0.088379,0.113525,1.02417
84134617,0.090088,0.119629,1.052979
84139617,0.085205,0.119385,1.049805
84144617,0.08252,0.114502,1.035156
84149617,0.08374,0.109375,1.031738
84154617,0.094971,0.114014,1.045654
84159617,0.090088,0.112549,1.045166
84164617,0.088623,0.109375,1.039307
84169617,0.086914,0.117188,1.054199
84174617,0.084717,0.121826,1.045654
84179617,0.08374,0.116699,1.0271
84184617,0.081055,0.113037,1.0354
84189617,0.092285,0.118164,1.042725
84194617,0.092285,0.121582,1.050049
84199617,0.094971,0.116699,1.033691
84204617,0.091309,0.120117,1.038086
84209617,0.087402,0.125977,1.047119
84214617,0.094971,0.115234,1.036377
84219617,0.08667,0.116211,1.032227
84224617,0.085205,0.117188,1.04541
84229617,0.091064,0.119873,1.04541
84234617,0.087646,0.114746,1.028467
86764617,0.083252,0.116211,1.04126
86769617,0.081543,0.103027,1.050293
86774617,0.092041,0.104004,1.033447
86779617,0.084229,0.107422,1.042725
86784617,0.085693,0.116943,1.039551
86789617,0.085205,0.119629,1.048096
86794617,0.081543,0.125244,1.0271
86799617,0.084229,0.123779,1.046387
86804617,0.090332,0.124023,1.031494
86809617,0.089844,0.128174,1.038086
86814617,0.087646,0.129395,1.04834
86819617,0.080566,0.124512,1.037598
86824617,0.080811,0.114502,1.039307
86829617,0.085449,0.123047,1.052246
86834617,0.087402,0.116211,1.039795
86839617,0.088135,0.10376,1.023926
86844617,0.095215,0.109863,1.046143
86849617,0.095215,0.114746,1.060059
86854617,0.088135,0.111816,1.037842
86859617,0.083008,0.108154,1.03125
86864617,0.089111,0.122803,1.051514
86869617,0.087402,0.118164,1.03418
86874617,0.094971,0.10791,1.027588
86879617,0.090088,0.123535,1.049316
86884617,0.090576,0.12793,1.046143
86889617,0.084473,0.118164,1.02124
86894617,0.086182,0.127197,1.048096
86899617,0.094971,0.125488,1.049072
86904617,0.087402,0.115723,1.039551
86909617,0.087891,0.112061,1.024902
86914617,0.082764,0.105713,1.023926
86919617,0.085449,0.104492,1.037354
86924617,0.094971,0.113037,1.05542
86929617,0.088135,0.116943,1.066162
86934617,0.088623,0.121338,1.031982
86939617,0.090576,0.115479,1.007813
86944617,0.102051,0.11084,1.02832
86949617,0.100098,0.122559,1.059814
86954617,0.098145,0.123047,1.049072
86959617,0.088867,0.118408,1.036133
86964617,0.090088,0.128418,1.04834
86969617,0.083496,0.112061,1.008057
86974617,0.098633,0.103516,1.037354
86979617,0.0896,0.115967,1.055908
86984617,0.096436,0.121094,1.072021
86989617,0.074951,0.104248,1.012451
86994617,0.078125,0.10376,1.016357
86999617,0.084473,0.117432,1.037109
87004617,0.0896,0.109131,1.047363
87009617,0.092773,0.119629,1.047852
87014617,0.078613,0.125977,1.040771
87019617,0.081299,0.118896,1.02002
87024617,0.090088,0.123535,1.029785
87029617,0.095703,0.123535,1.039795
87034617,0.097412,0.118896,1.040039
87039617,0.100098,0.117432,1.050781
87044617,0.08667,0.121582,1.038574
87049617,0.087891,0.115723,1.036133
87054617,0.087402,0.107178,1.033447
87059617,0.092773,0.12085,1.062012
87064617,0.080566,0.119873,1.044678
87069617,0.075928,0.109131,1.022217
87074617,0.08252,0.111816,1.038818
87079617,0.092041,0.115723,1.056885
87084617,0.089355,0.116699,1.048584
87089617,0.085449,0.122314,1.042725
87094617,0.085449,0.120117,1.043457
87099617,0.088623,0.120361,1.041016
87104617,0.087646,0.117676,1.029297
87109617,0.091797,0.124268,1.044922
87114617,0.092773,0.116699,1.038574
87119617,0.095703,0.114014,1.034424
87124617,0.098877,0.115479,1.032715
87129617,0.093018,0.117676,1.040039
87134617,0.092041,0.115479,1.039795
87139617,0.091553,0.117188,1.044678
87144617,0.08252,0.120605,1.047607
87149617,0.081543,0.118408,1.047607
87154617,0.081543,0.114258,1.041992
87159617,0.089355,0.115967,1.046143
87164617,0.087646,0.117432,1.04126
87169617,0.084961,0.116943,1.04541
87174617,0.082275,0.120361,1.040039
87179617,0.091797,0.119141,1.045898
87184617,0.081787,0.121338,1.040527
87189617,0.092285,0.12207,1.052002
87194617,0.095703,0.119873,1.040771
87199617,0.089844,0.11792,1.032715
87204617,0.091797,0.115479,1.033691
87209617,0.090576,0.111328,1.039795
87214617,0.093262,0.11377,1.044434
87219617,0.094727,0.11499,1.042725
87224617,0.092041,0.114502,1.038574
87229617,0.087158,0.111084,1.039307
87234617,0.085449,0.116943,1.028076
87239617,0.087402,0.113037,1.046387
87244617,0.085449,0.116699,1.037354
87249617,0.087646,0.114502,1.037109
87254617,0.088135,0.123047,1.044434
87259617,0.084961,0.125,1.040771
87264617,0.089355,0.119873,1.040771
87269617,0.094238,0.12085,1.045654
87274617,0.090332,0.124756,1.044678
87279617,0.091797,0.116699,1.042969
87284617,0.087891,0.115234,1.031738
87289617,0.089111,0.119141,1.038574
87294617,0.089111,0.113037,1.038086
87299617,0.091064,0.115234,1.040283
87304617,0.084961,0.11499,1.037842
87309617,0.086426,0.113525,1.044434
87314617,0.086426,0.109863,1.039063
87319617,0.085937,0.117676,1.039063
87324617,0.089355,0.116211,1.046631
87329617,0.089111,0.118652,1.033936
87334617,0.084473,0.120117,1.041016
87339617,0.088623,0.11377,1.043701
87344617,0.088379,0.117188,1.043457
87349617,0.09082,0.119873,1.050293
87354617,0.09082,0.118896,1.033447
87359617,0.09375,0.114258,1.037354
87364617,0.095459,0.120117,1.050537
87369617,0.088135,0.121582,1.038574
87374617,0.093994,0.113037,1.037598
87379617,0.089844,0.118408,1.032959
87384617,0.090332,0.11377,1.042969
87389617,0.0896,0.116699,1.049561
87394617,0.08374,0.118896,1.039551
87399617,0.083252,0.114258,1.036377
87404617,0.083008,0.116455,1.042236
87409617,0.092041,0.121338,1.043213
87414617,0.086426,0.118164,1.036621
87419617,0.088867,0.115479,1.032715
87424617,0.08667,0.118408,1.045654
87429617,0.091064,0.118896,1.036133
87434617,0.092285,0.115234,1.02832
87439617,0.088379,0.113037,1.033203
87444617,0.090332,0.115723,1.044678
87449617,0.090332,0.118896,1.043213
87454617,0.091309,0.11792,1.03418
87459617,0.086914,0.119873,1.040527
87464617,0.08667,0.121094,1.041992
87469617,0.088135,0.120361,1.046631
87474617,0.085693,0.12207,1.039307
87479617,0.083984,0.115234,1.041504
87484617,0.085937,0.115723,1.038818
87489617,0.08667,0.117432,1.039063
87494617,0.091797,0.120117,1.050293
87499617,0.088135,0.118164,1.048096
87504617,0.0896,0.112793,1.037842
87509617,0.09082,0.114746,1.040039
87514617,0.095947,0.115479,1.051025
87519617,0.088623,0.112549,1.044189
87524617,0.087646,0.117188,1.035645
87529617,0.094971,0.118408,1.031006
87534617,0.100342,0.117432,1.045166
87539617,0.09082,0.115723,1.028564
87544617,0.089111,0.12207,1.043213
87549617,0.087158,0.120117,1.036377
87554617,0.092285,0.120361,1.048828
87559617,0.089355,0.118652,1.035156
87564617,0.086426,0.120605,1.046631
87569617,0.082764,0.119629,1.042236
87574617,0.086914,0.111328,1.037842
87579617,0.087891,0.116211,1.03833
87584617,0.0896,0.115723,1.057373
87589617,0.086426,0.115234,1.04248
87594617,0.087646,0.111572,1.030762
87599617,0.090576,0.110596,1.039063
87604617,0.091064,0.117432,1.044678
87609617,0.091064,0.117432,1.040771
87614617,0.091309,0.113281,1.044189
87619617,0.086182,0.123535,1.048096
87624617,0.09082,0.115723,1.039307
87629617,0.087646,0.120361,1.032959
87634617,0.085205,0.121094,1.043457
87639617,0.082275,0.11792,1.046387
87644617,0.088135,0.114746,1.046387
87649617,0.085937,0.113525,1.034424
87654617,0.089355,0.112549,1.035156
87659617,0.089844,0.115967,1.044434
87664617,0.088379,0.113037,1.039795
87669617,0.087158,0.113525,1.039063
87674617,0.086426,0.115479,1.037842
87679617,0.083496,0.115967,1.037598
87684617,0.089111,0.115479,1.04248
87689617,0.087646,0.117676,1.045654
87694617,0.089111,0.114746,1.040039
87699617,0.093994,0.113281,1.043945
87704617,0.0896,0.122559,1.03418
87709617,0.090576,0.115723,1.034424
87714617,0.095459,0.114014,1.044678
87719617,0.088135,0.125488,1.049316
87724617,0.085937,0.114014,1.033936
87729617,0.094238,0.112549,1.038574
87734617,0.094482,0.121338,1.036865
87739617,0.092529,0.117676,1.045166
